-0.010910759	0.025535524	-0.0242774	0.046679836	-0.054783043	0.03421138	-0.04645236	-0.0031735224	0.15386015	-0.0039762203	0.037757844	0.040699005	-0.016444465	0.019990735	0.020828731	0.016970545
0.015839607	0.011793825	-0.063296	-0.07053194	-0.011164356	0.073639624	-0.0114035895	0.04333707	0.1152284	0.052576374	0.007396081	0.015450138	0.034451388	0.07301049	0.02328077	0.08125783
-0.053510725	0.00012079414	-0.029357517	-0.011937639	-0.07357188	-0.051624242	-0.10661806	-0.011515705	0.24155699	-0.073451556	0.10170412	0.027921345	0.07891137	-0.048879504	0.055600494	0.020106114
0.00088782236	-0.020550001	0.010038782	-0.022116495	-0.021815205	0.0011088476	-0.007677745	0.047560718	0.02874482	0.029832985	0.0064817667	0.01859406	0.020835105	0.006647896	0.045221593	0.032919254
-0.04655949	-0.028629344	0.02910911	0.064235635	-0.08848041	-0.046405807	-0.1232262	-0.007379093	0.24270664	-0.0819291	0.15582132	0.09979902	0.10149121	-0.010417971	0.10052152	0.056408774
-0.19627513	-0.26584432	0.19419757	0.2038273	-0.29418778	-0.24225338	-0.18887353	-0.18989049	0.1537417	-0.22988677	0.26626924	0.17078899	0.21442996	-0.26102912	0.2533414	-0.18270607
-0.097536705	0.02250983	0.024884723	0.01287685	-0.08856771	-0.073472016	-0.06621814	0.008244921	0.20180704	-0.0027952595	0.13688748	0.051720545	0.038286723	0.0350327	0.0314305	0.009614968
-0.14119667	-0.09265881	0.0744732	0.08611359	-0.20542149	-0.10889064	-0.15860844	-0.07903977	0.17918268	-0.09080105	0.1870734	0.09695439	0.10139001	-0.11177528	0.13239409	-0.07857894
0.06685514	0.13090658	-0.16482738	-0.12653169	0.020977305	0.07730742	0.10223918	0.10563707	0.23723334	0.13893531	0.001246518	-0.050278407	-0.05394427	0.19900937	-0.10507588	0.18167758
-0.19011506	-0.14903314	0.14962763	0.115286484	-0.20834818	-0.18267128	-0.22077528	-0.15505528	0.2262092	-0.17615409	0.23232833	0.15868862	0.137676	-0.18567446	0.17628695	-0.1276466
0.11090986	0.09548711	-0.097827174	-0.17208682	0.032693464	0.11890562	0.073040344	0.1053644	0.23488872	0.0940987	-0.051342715	-0.072664335	-0.08633232	0.16857122	-0.10918918	0.1833701
-0.18619052	-0.1931595	0.1018162	0.14429477	-0.18437213	-0.1595926	-0.14465594	-0.19078907	0.23059796	-0.18091263	0.21514837	0.14836529	0.1741987	-0.16382162	0.12070797	-0.109031565
-0.067012616	-0.058302004	-0.013577996	0.045560453	-0.1586279	-0.035968672	-0.04966671	-0.08328322	0.16519655	-0.06514951	0.09966818	0.08813579	0.04609966	0.0072902767	0.1573967	-0.023863684
0.009971488	0.11536748	-0.03315685	-0.0821971	-0.015537092	0.05467029	0.015883375	0.04350012	0.23922677	0.0594889	0.012999614	0.035012685	-0.08313071	0.05384704	-0.016316269	0.11662124
0.1825287	0.17531309	-0.1651493	-0.25972822	0.122309566	0.2519163	0.20975076	0.19307269	0.23211764	0.15779498	-0.12162119	-0.14438751	-0.22651508	0.22749881	-0.19377354	0.21215163
0.025088442	0.06342397	-0.12332226	-0.15926415	-0.020154541	0.06797448	0.101542935	0.052429598	0.17025208	0.042382814	0.017509619	-0.020485463	-0.06155327	0.08631973	-0.055014387	0.20364733
