id,label
1,7.016507765911228e-07
2,4.799384778486626e-10
3,7.4480972500623466e-09
4,2.2932135834707879e-07
5,0.9999953508377075
6,0.9996993541717529
7,1.0
8,0.996863603591919
9,0.9999998807907104
10,0.9998563528060913
11,1.0
12,2.2777385311201215e-07
13,0.9999990463256836
14,0.62803053855896
15,0.9999825954437256
16,0.9989398121833801
17,0.48739758133888245
18,3.478448640237275e-10
19,1.0
20,0.9955456256866455
21,7.231549248309932e-10
22,0.9972028732299805
23,5.852648552427675e-13
24,0.0010141994571313262
25,0.997883141040802
26,8.406174423214452e-09
27,5.422361448736979e-10
28,0.999997615814209
29,0.6751090288162231
30,7.346095287630305e-08
31,4.45128716819454e-05
32,0.927493691444397
33,0.00022250924666877836
34,0.9992697834968567
35,0.9999836683273315
36,0.9993385672569275
37,0.9999988079071045
38,1.0
39,0.014219637960195541
40,0.9999760389328003
41,3.8506624104595044e-12
42,7.381869421285714e-12
43,4.717603803265635e-13
44,0.0005565297906287014
45,0.9999057054519653
46,0.00012678127677645534
47,0.9997302889823914
48,3.6009282666782383e-07
49,1.3902479157040099e-13
50,0.9975428581237793
51,1.0
52,0.9999927282333374
53,0.999995231628418
54,0.9718016982078552
55,0.9975977540016174
56,0.002367863431572914
57,5.858178386830559e-09
58,1.0
59,0.0024422365240752697
60,0.9999773502349854
61,0.9989369511604309
62,0.0036108368076384068
63,0.9653537273406982
64,0.14298416674137115
65,7.796041609253734e-05
66,0.0009462229209020734
67,0.0005521546700038016
68,1.0
69,0.0016686366870999336
70,2.3964540746788943e-13
71,0.004570565186440945
72,6.840789740225617e-11
73,8.173431549629573e-12
74,1.0258214189207138e-07
75,0.9884222149848938
76,4.812769475392997e-05
77,0.0009968583472073078
78,2.0815562038478674e-06
79,5.6894568842835724e-06
80,0.9979246854782104
81,0.5703890323638916
82,0.9999942779541016
83,2.879515363929386e-07
84,0.990170419216156
85,0.0006598299369215965
86,0.078687883913517
87,0.00018295578774996102
88,3.659563674318633e-08
89,0.9999982118606567
90,0.4949367642402649
91,0.9354241490364075
92,0.9999978542327881
